date,confirmed_cumulative_cases,total_cumulative_cases,confirmed_cumulative_deaths,total_cumulative_deaths,cumulative_recoveries,cumulative_vaccinations,cumulative_vaccinations_beni,cumulative_vaccinations_katwa,cumulative_vaccinations_mabalako,cumulative_vaccinations_butembo,source_url
2019-04-04,"1,041","1,107",629,695,339,"94,791","21,442","23,631","6,109","11,418",https://mailchi.mp/sante.gouv.cd/ebola_kivu_4avr19
2019-04-05,"1,051","1,117",636,702,339,"95,127","21,470","23,712","6,109","11,489",https://mailchi.mp/sante.gouv.cd/ebola_kivu_5avr19
2019-04-06,"1,064","1,130",648,714,342,"95,658","21,485","23,814","6,109","11,668",https://mailchi.mp/sante.gouv.cd/ebola_kivu_6avr19
2019-04-07,"1,080","1,146",655,721,345,"96,136","21,515","23,947","6,199","11,804",https://mailchi.mp/sante.gouv.cd/ebola_kivu_7avr19
2019-04-08,"1,088","1,154",665,731,350,"96,664","21,582","24,136","6,279","11,824",https://mailchi.mp/sante.gouv.cd/ebola_kivu_8avr19
2019-04-09,"1,102","1,168",675,741,350,"97,035","21,582","24,245","6,279","11,854",https://mailchi.mp/sante.gouv.cd/ebola_kivu_9avr19
2019-04-10,"1,120","1,186",685,751,354,"97,376","21,582","24,316","6,279","11,953",https://mailchi.mp/sante.gouv.cd/ebola_kivu_10avr19
2019-04-11,"1,140","1,206",698,764,358,"97,903","21,617","24,598","6,331","11,970",https://mailchi.mp/sante.gouv.cd/ebola_kivu_11avr19
2019-04-12,"1,154","1,220",706,772,364,"98,422","21,640","24,903","6,331","12,045",https://mailchi.mp/sante.gouv.cd/ebola_kivu_12avr19
2019-04-13,"1,174","1,240",726,792,365,"98,966","21,678","25,131","6,371","12,243",https://mailchi.mp/sante.gouv.cd/ebola_kivu_13avr19
2019-04-14,"1,185","1,251",737,803,371,"99,778","21,739","25,470","6,451","12,389",https://mailchi.mp/sante.gouv.cd/ebola_kivu_14avr19
2019-04-15,"1,198","1,264",748,814,374,"100,470","21,908","25,917","6,451","12,437",https://mailchi.mp/sante.gouv.cd/ebola_kivu_15avr19
2019-04-16,"1,207","1,273",755,821,374,"101,249","22,059","26,316","6,556","12,447",https://mailchi.mp/sante.gouv.cd/ebola_kivu_16avr19
2019-04-17,"1,224","1,290",767,833,379,"101,589","22,179","26,646","6,596","12,447",https://mailchi.mp/sante.gouv.cd/ebola_kivu_17avr19
2019-04-18,"1,236","1,302",777,843,380,"102,505","22,289","27,022","6,616","12,468",https://mailchi.mp/sante.gouv.cd/ebola_kivu_18avr19
2019-04-19,"1,251","1,317",789,855,383,"103,451","22,443","27,595","6,715","12,513",https://mailchi.mp/sante.gouv.cd/ebola_kivu_19avr19
2019-04-20,"1,261","1,327",793,859,387,"104,232","22,547","28,056","6,740","12,656",https://mailchi.mp/sante.gouv.cd/ebola_kivu_20avr19
2019-04-21,"1,270","1,336",804,870,387,"104,414","22,647","28,056","6,740","12,656",https://mailchi.mp/sante.gouv.cd/ebola_kivu_21avr19
2019-04-22,"1,274","1,340",808,874,387,"104,544","22,777","28,056","6,740","12,656",https://mailchi.mp/sante.gouv.cd/ebola_kivu_22avr19
2019-04-23,"1,287","1,353",814,880,387,"104,625","22,810","28,056","6,751","12,656",https://mailchi.mp/sante.gouv.cd/ebola_kivu_23avr19
2019-04-24,"1,301","1,367",819,885,392,"104,796","22,891","28,056","6,751","12,656",https://mailchi.mp/sante.gouv.cd/ebola_kivu_24avr19
2019-04-25,"1,307","1,373",824,890,394,"105,233","22,969","28,146","6,838","12,696",https://mailchi.mp/sante.gouv.cd/ebola_kivu_25avr19
2019-04-26,"1,330","1,396",834,900,394,"105,757","23,004","28,279","6,874","12,826",https://mailchi.mp/sante.gouv.cd/ebola_kivu_26avr19
2019-04-27,"1,351","1,417",848,914,405,"106,239","23,037","28,374","6,874","12,946",https://mailchi.mp/sante.gouv.cd/ebola_kivu_27avr19
2019-04-28,"1,373","1,439",865,931,410,"106,904","23,037","28,599","6,904","13,116",https://mailchi.mp/sante.gouv.cd/ebola_kivu_28avr19
2019-04-29,"1,400","1,466",891,957,411,"107,565","23,107","28,826","6,964","13,246",https://mailchi.mp/sante.gouv.cd/ebola_kivu_29avr19
2019-04-30,"1,414","1,480",904,970,412,"108,175","23,177","29,182","6,973","13,355",https://mailchi.mp/sante.gouv.cd/ebola_kivu_30avr19
2019-05-01,"1,429","1,495",918,984,415,"108,905","23,307","29,579","6,973","13,457",https://mailchi.mp/sante.gouv.cd/ebola_kivu_1mai19
2019-05-02,"1,444","1,510",928,994,421,"109,844","23,367","29,888","6,993","13,657",https://mailchi.mp/sante.gouv.cd/ebola_kivu_2mai19
2019-05-03,"1,463","1,529",942,"1,008",422,"110,803","23,397","30,145","7,063","13,763",https://mailchi.mp/sante.gouv.cd/ebola_kivu_3mai19
2019-05-04,"1,479","1,545",953,"1,019",434,"111,409","23,461","30,432","7,093","13,803",https://mailchi.mp/sante.gouv.cd/ebola_kivu_4mai19
2019-05-05,"1,488","1,554",963,"1,029",438,"111,579","23,551","30,432","7,093","13,803",https://mailchi.mp/sante.gouv.cd/ebola_kivu_5mai19
2019-05-06,"1,506","1,572",979,"1,045",439,"111,920","23,551","30,432","7,132","13,803",https://mailchi.mp/sante.gouv.cd/ebola_kivu_6mai19
2019-05-07,"1,519","1,585",989,"1,055",441,"112,225","23,681","30,432","7,202","13,803",https://mailchi.mp/sante.gouv.cd/ebola_kivu_7mai19
2019-05-08,"1,534","1,600","1,003","1,069",442,"112,485","23,752","30,432","7,202","13,803",https://mailchi.mp/sante.gouv.cd/ebola_kivu_8mai19
2019-05-09,"1,538","1,604","1,008","1,074",442,112762,"23,789","30,432","7,322","13,803",https://mailchi.mp/sante.gouv.cd/ebola_kivu_9mai19
2019-05-10,"1,561","1,649","1,017","1,105",444,113116,"23,789","30,432","7,446","13,803",https://mailchi.mp/sante.gouv.cd/ebola_kivu_10mai19
2019-05-11,"1,574","1,662","1,024","1,112",446,113667,"23,888","30,546","7,614","13,803",https://mailchi.mp/sante.gouv.cd/ebola_kivu_11mai19
2019-05-12,"1,592","1,680","1,029","1,117",450,114067,"23,918","30,701","7,730","13,896",https://mailchi.mp/sante.gouv.cd/ebola_kivu_12mai19
2019-05-13,"1,617","1,705","1,036","1,124",456,114553,"24,064","30,886","7,730","14,006",https://mailchi.mp/sante.gouv.cd/ebola_kivu_13mai19
2019-05-14,"1,632","1,720","1,048","1,136",459,115389,"24,184","31,103","7,825","14,146",https://mailchi.mp/sante.gouv.cd/ebola_kivu_14mai19
2019-05-15,"1,651","1,739","1,059","1,147",459,116233,"24,234","31,283","8,055","14,336",https://mailchi.mp/sante.gouv.cd/ebola_kivu_15mai19
2019-05-16,"1,672","1,760","1,073","1,161",461,117285,"24,304","31,472","8,379","14,466",https://mailchi.mp/sante.gouv.cd/ebola_kivu_16mai19
2019-05-17,"1,689","1,777","1,089","1,177",463,118029,"24,403","31,632","8,459","14,563",https://mailchi.mp/sante.gouv.cd/ebola_kivu_17mai19
2019-05-18,"1,713","1,801","1,110","1,198",466,118826,"24,426","31,762","8,748","14,679",https://mailchi.mp/sante.gouv.cd/ebola_kivu_18mai19
2019-05-19,"1,728","1,816","1,121","1,209",482,119652,"24,585","31,862","8,858","14,829",https://mailchi.mp/sante.gouv.cd/ebola_kivu_19mai19
2019-05-20,"1,738","1,826","1,130","1,218",484,120638,"24,748","32,010","9,138","14,909",https://mailchi.mp/sante.gouv.cd/ebola_kivu_20mai19
2019-05-21,"1,759","1,847","1,135","1,223",487,121202,"24,788","32,126","9,208","15,069",https://mailchi.mp/sante.gouv.cd/ebola_kivu_21mai19
2019-05-22,"1,778","1,866","1,153","1,241",490,121868,"24,884","32,192","9,397","15,259",https://mailchi.mp/sante.gouv.cd/ebola_kivu_22mai19
2019-05-23,"1,789","1,877","1,160","1,248",490,122695,"24,944","32,281","9,596","15,549",https://mailchi.mp/sante.gouv.cd/ebola_kivu_23mai19
2019-05-24,"1,800","1,888","1,166","1,254",492,123526,"25,048","32,412","9,883","15,798",https://mailchi.mp/sante.gouv.cd/ebola_kivu_24mai19
2019-05-25,"1,809","1,903","1,176","1,270",492,124125,"25,048","32,437","10,056","16,026",https://mailchi.mp/sante.gouv.cd/ebola_kivu_25mai19
2019-05-26,"1,818","1,912","1,183","1,277",496,124825,"25,116","32,487","10,157","16,212",https://mailchi.mp/sante.gouv.cd/ebola_kivu_26mai19
2019-05-27,"1,826","1,920","1,187","1,281",500,125467,"25,235","32,571","10,247","16,332",https://mailchi.mp/sante.gouv.cd/ebola_kivu_27mai19
2019-05-28,"1,832","1,926","1,193","1,287",503,126084,"25,294","32,639","10,368","16,391",https://mailchi.mp/sante.gouv.cd/ebola_kivu_28mai19
2019-05-29,"1,851","1,945","1,208","1,302",512,126565,"25,304","32,689","10,470","16,460",https://mailchi.mp/sante.gouv.cd/ebola_kivu_29mai19
2019-05-30,"1,860","1,954","1,218","1,312",521,127018,"25,323","32,739","10,584","16,539",https://mailchi.mp/sante.gouv.cd/ebola_kivu_30mai19
2019-05-31,"1,880","1,974","1,229","1,323",525,127697,"25,440","32,889","10,714","16,676",https://mailchi.mp/sante.gouv.cd/ebola_kivu_31mai19
2019-06-01,"1,888","1,982","1,238","1,332",531,128310,"25,575","32,986","10,864","16,792",https://us13.campaign-archive.com/?u=89e5755d2cca4840b1af93176&id=5e35fa33ba
2019-06-02,"1,900","1,994","1,245","1,339",533,129001,"25,629","33,169","10,990","17,039",https://us13.campaign-archive.com/?u=89e5755d2cca4840b1af93176&id=f056f28558
2019-06-03,"1,914","2,008","1,252","1,346",539,129596,"25,663","33,316","11,066","17,257",https://us13.campaign-archive.com/?u=89e5755d2cca4840b1af93176&id=307c1f0c6f
2019-06-04,"1,926","2,020","1,260","1,354",542,130039,"25,680","33,407","11,130","17,474",http://eepurl.com/gtSRl1
2019-06-05,"1,931","2,025","1,263","1,357",552,130254,"25,719","33,443","11,179","17,536",http://eepurl.com/gtZH3L
2019-06-06,"1,937","2,031","1,273","1,367",552,130711,"25,719","33,635","11,266","17,636",http://eepurl.com/gt7YnH
2019-06-07,"1,945","2,039","1,279","1,373",552,131004,"25,719","33,704","11,266","17,742",http://eepurl.com/guc9V5
2019-06-08,"1,953","2,047","1,287","1,381",556,131267,"25,719","33,710","11,367","17,818",http://eepurl.com/gugiU9
2019-06-09,"1,962","2,056","1,290","1,384",564,131481,"25,738","33,740","11,367","17,904",http://eepurl.com/guic8H
2019-06-10,"1,968","2,062","1,296","1,390",569,131860,"25,870","33,810","11,367","18,002",http://eepurl.com/guo1hj
2019-06-11,"1,977","2,071","1,302","1,396",575,132264,"25,870","33,887","11,377","18,146",http://eepurl.com/guxoy9
2019-06-12,"1,990","2,084","1,311","1,405",579,132679,"25,890","33,990","11,387","18,234",http://eepurl.com/guE1DP
2019-06-13,"2,014","2,108","1,317","1,411",585,133328,"25,998","34,052","11,540","18,330",https://mailchi.mp/sante.gouv.cd/ebola_kivu_13juin19
2019-06-14,"2,026","2,120","1,326","1,420",588,134002,"26,117","34,071","11,691","18,349",https://mailchi.mp/sante.gouv.cd/ebola_kivu_14juin19
2019-06-15,"2,040","2,134","1,333","1,427",588,134671,"26,245","34,071","11,746","18,397",https://mailchi.mp/sante.gouv.cd/ebola_kivu_15juin19
2019-06-16,"2,054","2,148","1,346","1,440",588,135395,"26,245","34,101","11,746","18,397",https://mailchi.mp/sante.gouv.cd/ebola_kivu_16juin19
2019-06-17,"2,074","2,168","1,355","1,449",596,135951,"26,408","34,159","12,077","18,496",https://mailchi.mp/sante.gouv.cd/ebola_kivu_17juin19
2019-06-18,"2,087","2,181","1,365","1,459",602,136537,"26,494","34,179","12,264","18,522",https://mailchi.mp/sante.gouv.cd/ebola_kivu_18juin19
2019-06-19,"2,096","2,190","1,376","1,470",604,137316,"26,574","34,226","12,441","18,563",https://mailchi.mp/sante.gouv.cd/ebola_kivu_19juin19
2019-06-20,"2,110","2,204","1,385","1,479",606,138326,"26,756","34,270","12,529","18,608",https://mailchi.mp/sante.gouv.cd/ebola_kivu_20juin19
2019-06-21,"2,117","2,211","1,395","1,489",612,139027,"26,895","34,362","12,694","18,630",https://mailchi.mp/sante.gouv.cd/ebola_kivu_21juin19
2019-06-22,"2,132","2,226","1,403","1,497",613,139989,"27,224","34,400",not found,"18,647",https://mailchi.mp/sante.gouv.cd/ebola_kivu_22juin19
2019-06-23,"2,145","2,239","1,412","1,506",621,140915,"27,444","34,440","13,067","18,671",https://mailchi.mp/sante.gouv.cd/ebola_kivu_23juin19
2019-06-24,"2,153","2,247","1,416","1,510",623,141754,"27,730","34,466","13,220","18,696",https://mailchi.mp/sante.gouv.cd/ebola_kivu_24juin19
2019-06-25,"2,171","2,265","1,428","1,522",626,142245,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_25juin19
2019-06-26,"2,183","2,277","1,437","1,531",628,142871,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_26juin19
2019-06-27,"2,190","2,284","1,446","1,540",637,143647,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27juin19
2019-06-28,"2,203","2,297","1,459","1,553",641,144549,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28juin19
2019-06-29,"2,218","2,312","1,465","1,559",642,145445,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29juin19
2019-06-30,"2,231","2,325","1,469","1,563",644,146316,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30juin19
2019-07-01,"2,244","2,338","1,477","1,571",653,147120,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_01juil19
2019-07-02,"2,260","2,354","1,492","1,586",654,148183,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_02juil19
2019-07-03,"2,275","2,369","1,504","1,598",655,149349,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juil19
2019-07-04,"2,288","2,382","1,512","1,606",666,150556,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juil19
2019-07-05,"2,295","2,389","1,519","1,613",667,151911,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juil19
2019-07-06,"2,304","2,398","1,524","1,618",667,153012,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juil19
2019-07-07,"2,314","2,408","1,531","1,625",668,154037,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juil19
2019-07-08,"2,324","2,418","1,536","1,630",671,154878,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_08juil19
2019-07-09,"2,334","2,438","1,547","1,641",683,155800,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_09juil19
2019-07-10,"2,343","2,437","1,552","1,646",683,156851,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10juil19
2019-07-11,"2,357","2,451","1,553","1,647",683,158830,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11juil19
2019-07-12,"2,368","2,462","1,554","1,648",683,159101,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12juil19
2019-07-13,"2,383","2,477","1,561","1,655",694,160239,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13juil19
2019-07-14,"2,395","2,489","1,571","1,665",698,161400,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14juil19
2019-07-15,"2,407","2,501","1,574","1,668",700,162480,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15juil19
2019-07-16,"2,418","2,512","1,582","1,676",703,163533,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16juil19
2019-07-17,"2,428","2,522","1,604","1,698",717,164757,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_17juil19
2019-07-18,"2,438","2,532","1,611","1,705",718,165907,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_18juil19
2019-07-19,"2,452","2,546","1,621","1,715",721,167152,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_19juil19
2019-07-20,"2,470","2,564","1,634","1,728",726,168746,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_20juil19
2019-07-21,"2,484","2,578","1,643","1,737",729,169976,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_21juil19
2019-07-22,"2,498","2,592","1,649","1,743",729,171052,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_22juil19
2019-07-23,not found,not found,not found,not found 2,not found,not found,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_23juil19
2019-07-24,not found,not found,not found,not found 2,not found,not found,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_24juil19
2019-07-25,not found,not found,not found,not found 2,not found,not found,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_25juil19
2019-07-26,not found,not found,not found,not found 2,not found,not found,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_26juil19
2019-07-27,not found,not found,not found,not found 2,not found,not found,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27juil19
2019-07-28,not found,not found,not found,not found 2,not found,not found,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28juil19
2019-07-29,not found,not found,not found,not found 2,not found,not found,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29juil19
2019-07-30,not found,not found,not found,not found 2,not found,not found,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30juil19
2019-07-31,"2,607","2,701","1,719","1,813",776,180558,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31juil19
