date,confirmed_cumulative_cases,total_cumulative_cases,confirmed_cumulative_deaths,total_cumulative_deaths,cumulative_recoveries,cumulative_vaccinations,cumulative_vaccinations_beni,cumulative_vaccinations_katwa,cumulative_vaccinations_mabalako,cumulative_vaccinations_butembo,source_url
6/19/19,"2,096","2,190","1,376","1,470",604,137316,"26,574","34,226","12,441","18,563",https://mailchi.mp/sante.gouv.cd/ebola_kivu_19juin19
6/20/19,"2,110","2,204","1,385","1,479",606,138326,"26,756","34,270","12,529","18,608",https://mailchi.mp/sante.gouv.cd/ebola_kivu_20juin19
6/21/19,"2,117","2,211","1,395","1,489",612,139027,"26,895","34,362","12,694","18,630",https://mailchi.mp/sante.gouv.cd/ebola_kivu_21juin19
6/22/19,"2,132","2,226","1,403","1,497",613,139989,"27,224","34,400",not found,"18,647",https://mailchi.mp/sante.gouv.cd/ebola_kivu_22juin19
6/23/19,"2,145","2,239","1,412","1,506",621,140915,"27,444","34,440","13,067","18,671",https://mailchi.mp/sante.gouv.cd/ebola_kivu_23juin19
6/24/19,"2,153","2,247","1,416","1,510",623,141754,"27,730","34,466","13,220","18,696",https://mailchi.mp/sante.gouv.cd/ebola_kivu_24juin19
6/25/19,"2,171","2,265","1,428","1,522",626,142245,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_25juin19
6/26/19,"2,183","2,277","1,437","1,531",628,142871,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_26juin19
6/27/19,"2,190","2,284","1,446","1,540",637,143647,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27juin19
6/28/19,"2,203","2,297","1,459","1,553",641,144549,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28juin19
6/29/19,"2,218","2,312","1,465","1,559",642,145445,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29juin19
6/30/19,"2,231","2,325","1,469","1,563",644,146316,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30juin19
7/1/19,"2,244","2,338","1,477","1,571",653,147120,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_01juil19
7/2/19,"2,260","2,354","1,492","1,586",654,148183,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_02juil19
7/3/19,"2,275","2,369","1,504","1,598",655,149349,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juil19
7/4/19,"2,288","2,382","1,512","1,606",666,150556,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juil19
7/5/19,"2,295","2,389","1,519","1,613",667,151911,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juil19
7/6/19,"2,304","2,398","1,524","1,618",667,153012,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juil19
7/7/19,"2,314","2,408","1,531","1,625",668,154037,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juil19
7/8/19,"2,324","2,418","1,536","1,630",671,154878,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_08juil19
7/9/19,"2,334","2,438","1,547","1,641",683,155800,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_09juil19
7/10/19,"2,343","2,437","1,552","1,646",683,156851,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10juil19
7/11/19,"2,357","2,451","1,553","1,647",683,158830,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11juil19
7/12/19,"2,368","2,462","1,554","1,648",683,159101,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12juil19
7/13/19,"2,383","2,477","1,561","1,655",694,160239,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13juil19
7/14/19,"2,395","2,489","1,571","1,665",698,161400,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14juil19
7/15/19,"2,407","2,501","1,574","1,668",700,162480,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15juil19
7/16/19,"2,418","2,512","1,582","1,676",703,163533,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16juil19
7/17/19,"2,428","2,522","1,604","1,698",717,164757,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_17juil19
7/18/19,"2,438","2,532","1,611","1,705",718,165907,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_18juil19
7/19/19,"2,452","2,546","1,621","1,715",721,167152,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_19juil19
7/20/19,"2,470","2,564","1,634","1,728",726,168746,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_20juil19
7/21/19,"2,484","2,578","1,643","1,737",729,169976,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_21juil19
7/22/19,"2,498","2,592","1,649","1,743",729,171052,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_22juil19
7/23/19,not found,not found,not found,not found 2,not found,not found,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_23juil19
7/24/19,not found,not found,not found,not found 2,not found,not found,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_24juil19
7/25/19,not found,not found,not found,not found 2,not found,not found,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_25juil19
7/26/19,not found,not found,not found,not found 2,not found,not found,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_26juil19
7/27/19,not found,not found,not found,not found 2,not found,not found,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27juil19
7/28/19,not found,not found,not found,not found 2,not found,not found,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28juil19
7/29/19,not found,not found,not found,not found 2,not found,not found,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29juil19
7/30/19,not found,not found,not found,not found 2,not found,not found,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30juil19
7/31/19,"2,607","2,701","1,719","1,813",776,180558,not found,not found,not found,not found,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31juil19
8/1/19,"2,607","2,701","1,719","1,813",776,180558,not found,not found,not found,not found,https://us13.campaign-archive.com/?u=89e5755d2cca4840b1af93176&id=f8f3462d42
8/2/19,"2,619","2,713","1,729","1,823",782,181389,not found,not found,not found,not found,https://us13.campaign-archive.com/?u=89e5755d2cca4840b1af93176&id=a28b56946a
